link_to_country,country,fips,continent,include?,city,lat,long,rank_within_country,link_to_city,population_city
http://www.geonames.org/GB/largest-cities-in-united-kingdom.html,United Kingdom,UK,EU,yes,London,51.509,-0.126,2,http://www.geonames.org/2643743/london.html,7556900
http://www.geonames.org/GB/largest-cities-in-united-kingdom.html,United Kingdom,UK,EU,def,Birmingham,52.481,-1.9,3,http://www.geonames.org/2655603/birmingham.html,984333
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,def,Phoenix; Arizona,33.448,-112.074,9,http://www.geonames.org/5308655/phoenix.html; http://www.geonames.org/US/AZ/largest-cities-in-arizona.html,1445632
http://www.geonames.org/CA/largest-cities-in-canada.html,Canada,CA,NA,yes,Calgary,51.05,-114.085,3,http://www.geonames.org/5913490/calgary.html,1019942
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,yes,Los Angeles; California,34.052,-118.244,2,http://www.geonames.org/5368361/los-angeles.html; http://www.geonames.org/US/CA/largest-cities-in-california.html,3792621
http://www.geonames.org/CA/largest-cities-in-canada.html,Canada,CA,NA,def,Vancouver,49.25,-123.119,9,http://www.geonames.org/6173331/vancouver.html,600000
http://www.geonames.org/SN/largest-cities-in-senegal.html,Senegal,SG,AF,def,Dakar,14.694,-17.444,1,http://www.geonames.org/2253354/dakar.html,2476400
http://www.geonames.org/GB/largest-cities-in-united-kingdom.html,United Kingdom,UK,EU,yes,Liverpool,53.411,-2.978,5,http://www.geonames.org/2644210/liverpool.html,468945
http://www.geonames.org/IS/largest-cities-in-iceland.html,Iceland,IC,EU,def,Reykjavik,64.135,-21.895,1,http://www.geonames.org/3413829/reykjavik.html,118918
http://www.geonames.org/GB/largest-cities-in-united-kingdom.html,United Kingdom,UK,EU,def,Edinburgh,55.952,-3.196,8,http://www.geonames.org/2650225/edinburgh.html,435791
http://www.geonames.org/ES/largest-cities-in-spain.html,Spain,SP,EU,def,Madrid,40.417,-3.703,1,http://www.geonames.org/3117735/madrid.html,3255944
http://www.geonames.org/GB/largest-cities-in-united-kingdom.html,United Kingdom,UK,EU,yes,Glasgow,55.865,-4.258,4,http://www.geonames.org/2648579/glasgow.html,610268
http://www.geonames.org/BR/largest-cities-in-brazil.html,Brazil,BR,SA,yes,Rio de Janeiro,-22.903,-43.208,2,http://www.geonames.org/3451190/rio-de-janeiro.html,6023699
http://www.geonames.org/BR/largest-cities-in-brazil.html,Brazil,BR,SA,yes,São Paulo,-23.547, ,1,http://www.geonames.org/3448439/sao-paulo.html,10021295
http://www.geonames.org/BR/largest-cities-in-brazil.html,Brazil,BR,SA,yes,Brasília,-15.78,-47.93,6,http://www.geonames.org/3469058/brasilia.html,2207718
http://www.geonames.org/GL/largest-cities-in-greenland.html,Greenland,GL,NA,def,Nuuk,64.183,-51.722,1,http://www.geonames.org/3421319/nuuk.html,14798
http://www.geonames.org/AR/largest-cities-in-argentina.html,Argentina,AR,SA,yes,Buenos Aires,-34.613,-58.377,1,http://www.geonames.org/3435910/buenos-aires.html,13076300
http://www.geonames.org/IE/largest-cities-in-ireland.html,Ireland,EI,EU,yes,Dublin,53.333,-6.249,1,http://www.geonames.org/2964574/dublin.html,1024027
http://www.geonames.org/BO/largest-cities-in-bolivia.html,Bolivia,BL,SA,yes,Santa Cruz,-17.786,-63.181,1,http://www.geonames.org/3904906/santa-cruz-de-la-sierra.html,1364389
http://www.geonames.org/MA/largest-cities-in-morocco.html,Morocco,MO,AF,def,Casablanca,33.588,-7.611,1,http://www.geonames.org/2553604/casablanca.html,3144909
http://www.geonames.org/CA/largest-cities-in-canada.html,Canada,CA,NA,def,Montreal,45.509,-73.588,2,http://www.geonames.org/6077243/montreal.html,1600000
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,def,New York; New York,40.714,-74.006,1,http://www.geonames.org/5128581/new-york-city.html; http://www.geonames.org/US/NY/largest-cities-in-new-york.html,8175133
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,ma,Philadelphia; Pennsylvania,39.952,-75.164,7,http://www.geonames.org/4560349/philadelphia.html; http://www.geonames.org/US/PA/largest-cities-in-pennsylvania.html,1526006
http://www.geonames.org/JM/largest-cities-in-jamaica.html,Jamaica,JM,NA,yes,Kingston,17.997,-76.794,1,http://www.geonames.org/3489854/kingston.html,937700
http://www.geonames.org/PE/largest-cities-in-peru.html,Peru,PE,SA,yes,Lima,-12.043,-77.028,1,http://www.geonames.org/3936456/lima.html,7737002
http://www.geonames.org/CA/largest-cities-in-canada.html,Canada,CA,NA,yes,Toronto,43.7,-79.416,1,http://www.geonames.org/6167865/toronto.html,2600000
http://www.geonames.org/PA/largest-cities-in-panama.html,Panama,PM,NA,yes,Panama City,8.994,-79.52,1,http://www.geonames.org/3703443/panama.html,408168
http://www.geonames.org/CU/largest-cities-in-cuba.html,Cuba,CU,NA,yes,Havana,23.133,-82.383,1,http://www.geonames.org/3553478/havana.html,2163824
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,def,Chicago; Illinois,41.85,-87.65,3,http://www.geonames.org/4887398/chicago.html; http://www.geonames.org/US/IL/largest-cities-in-illinois.html,2695598
http://www.geonames.org/SV/largest-cities-in-el-salvador.html,El Salvador,ES,NA,yes,San Salvador,13.689,-89.187,1,http://www.geonames.org/3583361/san-salvador.html,525990
http://www.geonames.org/PT/largest-cities-in-portugal.html,Portugal,PO,EU,yes,Lisbon,38.717,-9.133,1,http://www.geonames.org/2267057/lisbon.html,517802
http://www.geonames.org/GT/largest-cities-in-guatemala.html,Guatemala,GT,NA,def,Guatemala City,14.641,-90.513,1,http://www.geonames.org/3598132/guatemala-city.html,994938
http://www.geonames.org/US/largest-cities-in-united-states.html,United States,US,NA,def,Houston; Texas,29.763,-95.363,6,http://www.geonames.org/4699066/houston.html; http://www.geonames.org/US/TX/largest-cities-in-texas.html,2099451
http://www.geonames.org/CA/largest-cities-in-canada.html,Canada,CA,NA,yes,Winnipeg,49.884,-97.147,8,http://www.geonames.org/6183235/winnipeg.html,632063
http://www.geonames.org/MX/largest-cities-in-mexico.html,Mexico,MX,NA,def,Mexico City,19.428,-99.128,1,http://www.geonames.org/3530597/mexico-city.html,12294193
http://www.geonames.org/DE/largest-cities-in-germany.html,Germany,GM,EU,yes,Hamburg,53.575,10.015,2,http://www.geonames.org/2911298/hamburg.html,1739117
http://www.geonames.org/TN/largest-cities-in-tunisia.html,Tunisia,TS,AF,def,Tunis,36.819,10.166,1,http://www.geonames.org/2464470/tunis.html,693210
http://www.geonames.org/NO/largest-cities-in-norway.html,Norway,NO,EU,yes,Oslo,59.913,10.746,1,http://www.geonames.org/3143244/oslo.html,580000
http://www.geonames.org/TH/largest-cities-in-thailand.html,Thailand,TH,AS,yes,Bangkok,13.754,100.501,1,http://www.geonames.org/1609350/bangkok.html,5104476
http://www.geonames.org/MY/largest-cities-in-malaysia.html,Malaysia,MY,AS,yes,Kuala Lumpur,3.141,101.687,2,http://www.geonames.org/1735161/kuala-lumpur.html,1453975
http://www.geonames.org/SG/largest-cities-in-singapore.html,Singapore,SN,AS,yes,Singapore,1.29,103.85,1,http://www.geonames.org/1880252/singapore.html,3547809
http://www.geonames.org/VN/largest-cities-in-vietnam.html,Vietnam,VM,AS,def,Hanoi,21.025,105.841,2,http://www.geonames.org/1581130/hanoi.html,1431270
http://www.geonames.org/ID/largest-cities-in-indonesia.html,Indonesia,ID,AS,ma,Jakarta,-6.215,106.845,1,http://www.geonames.org/1642911/jakarta.html,8540121
http://www.geonames.org/DE/largest-cities-in-germany.html,Germany,GM,EU,yes,Munich,48.137,11.575,3,http://www.geonames.org/2867714/munich.html,1260391
http://www.geonames.org/HK/largest-cities-in-hong-kong.html,Hong Kong,HK,AS,yes,Hong Kong,22.286,114.158,1,http://www.geonames.org/1819729/hong-kong.html,7012738
http://www.geonames.org/AU/largest-cities-in-australia.html,Australia,AS,OC,yes,Perth,-31.952,115.861,4,http://www.geonames.org/2063523/perth.html,1896548
http://www.geonames.org/CN/largest-cities-in-china.html,China,CH,AS,def,Beijing,39.907,116.397,2,http://www.geonames.org/1816670/beijing.html,11716620
http://www.geonames.org/IT/largest-cities-in-italy.html,Italy,IT,EU,def,Rome,41.892,12.511,1,http://www.geonames.org/3169070/rome.html,2318895
http://www.geonames.org/DK/largest-cities-in-denmark.html,Denmark,DA,EU,def,Copenhagen,55.676,12.566,1,http://www.geonames.org/2618425/copenhagen.html,1153615
http://www.geonames.org/CN/largest-cities-in-china.html,China,CH,AS,def,Shanghai,31.222,121.458,1,http://www.geonames.org/1796236/shanghai.html,22315474
http://www.geonames.org/TW/largest-cities-in-taiwan.html,Taiwan,TW,AS,def,Taipei,25.048,121.532,1,http://www.geonames.org/1668341/taipei.html,7871900
http://www.geonames.org/KR/largest-cities-in-south-korea.html,South Korea,KS,AS,yes,Seoul,37.566,126.978,1,http://www.geonames.org/1835848/seoul.html,10349312
http://www.geonames.org/DE/largest-cities-in-germany.html,Germany,GM,EU,yes,Berlin,52.524,13.411,1,http://www.geonames.org/2950159/berlin.html,3426354
http://www.geonames.org/JP/largest-cities-in-japan.html,Japan,JA,AS,def,Osaka,34.694,135.502,3,http://www.geonames.org/1853909/osaka.html,2592413
http://www.geonames.org/JP/largest-cities-in-japan.html,Japan,JA,AS,yes,Kyoto,35.021,135.754,7,http://www.geonames.org/1857910/kyoto.html,1459640
http://www.geonames.org/JP/largest-cities-in-japan.html,Japan,JA,AS,def,Tokyo,35.69,139.692,1,http://www.geonames.org/1850147/tokyo.html,8336599
http://www.geonames.org/CZ/largest-cities-in-czech-republic.html,Czech Republic,EZ,EU,ma,Prague,50.088,14.421,1,http://www.geonames.org/3067696/prague.html,1165581
http://www.geonames.org/AU/largest-cities-in-australia.html,Australia,AS,OC,ma,Melbourne,-37.814,144.963,2,http://www.geonames.org/2158177/melbourne.html,4246375
http://www.geonames.org/AU/largest-cities-in-australia.html,Australia,AS,OC,def,Sydney,-33.868,151.207,1,http://www.geonames.org/2147714/sydney.html,4627345
http://www.geonames.org/AU/largest-cities-in-australia.html,Australia,AS,OC,yes,Brisbane,-27.468,153.028,3,http://www.geonames.org/2174003/brisbane.html,2189878
http://www.geonames.org/AT/largest-cities-in-austria.html,Austria,AU,EU,yes,Vienna,48.208,16.372,1,http://www.geonames.org/2761369/vienna.html,1691468
http://www.geonames.org/SK/largest-cities-in-slovakia.html,Slovakia,LO,EU,yes,Bratislava,48.148,17.107,1,http://www.geonames.org/3060972/bratislava.html,423737
http://www.geonames.org/NZ/largest-cities-in-new-zealand.html,New Zealand,NZ,OC,ma,Auckland,-36.867,174.767,1,http://www.geonames.org/2193733/auckland.html,417910
http://www.geonames.org/NZ/largest-cities-in-new-zealand.html,New Zealand,NZ,OC,yes,Wellington,-41.287,174.776,2,http://www.geonames.org/2179537/wellington.html,381900
http://www.geonames.org/SE/largest-cities-in-sweden.html,Sweden,SW,EU,yes,Stockholm,59.333,18.065,1,http://www.geonames.org/2673730/stockholm.html,1253309
http://www.geonames.org/BA/largest-cities-in-bosnia-and-herzegovina.html,Bosnia and Herzegovina,BK,EU,yes,Sarajevo,43.849,18.356,1,http://www.geonames.org/3191281/sarajevo.html,696731
http://www.geonames.org/ZA/largest-cities-in-south-africa.html,South Africa,SF,AF,def,Cape Town,-33.926,18.423,1,http://www.geonames.org/3369157/cape-town.html,3433441
http://www.geonames.org/HU/largest-cities-in-hungary.html,Hungary,HU,EU,ma,Budapest,47.498,19.04,1,http://www.geonames.org/3054643/budapest.html,1741041
http://www.geonames.org/ES/largest-cities-in-spain.html,Spain,SP,EU,yes,Barcelona,41.389,2.159,2,http://www.geonames.org/3128760/barcelona.html,1621537
http://www.geonames.org/FR/largest-cities-in-france.html,France,FR,EU,def,Paris,48.853,2.349,1,http://www.geonames.org/2988507/paris.html,2138551
http://www.geonames.org/ES/largest-cities-in-spain.html,Spain,SP,EU,yes,Palma de Mallorca,39.569,2.65,8,http://www.geonames.org/2512989/palma.html,401270
http://www.geonames.org/RS/largest-cities-in-serbia.html,Serbia,RI,EU,yes,Belgrade,44.804,20.465,1,http://www.geonames.org/792680/belgrade.html,1273651
http://www.geonames.org/PL/largest-cities-in-poland.html,Poland,PL,EU,def,Warsaw,52.23,21.012,1,http://www.geonames.org/756135/warsaw.html,1702139
http://www.geonames.org/BG/largest-cities-in-bulgaria.html,Bulgaria,BU,EU,yes,Sofia,42.698,23.324,1,http://www.geonames.org/727011/sofia.html,1152556
http://www.geonames.org/GR/largest-cities-in-greece.html,Greece,GR,EU,yes,Athens,37.979,23.716,1,http://www.geonames.org/264371/athens.html,664046
http://www.geonames.org/LV/largest-cities-in-latvia.html,Latvia,LG,EU,yes,Riga,56.946,24.106,1,http://www.geonames.org/456172/riga.html,742572
http://www.geonames.org/EE/largest-cities-in-estonia.html,Estonia,EN,EU,yes,Tallinn,59.437,24.754,1,http://www.geonames.org/588409/tallinn.html,394024
http://www.geonames.org/FI/largest-cities-in-finland.html,Finland,FI,EU,yes,Helsinki,60.17,24.935,1,http://www.geonames.org/658225/helsinki.html,558457
http://www.geonames.org/LT/largest-cities-in-lithuania.html,Lithuania,LH,EU,yes,Vilnius,54.689,25.28,1,http://www.geonames.org/593116/vilnius.html,542366
http://www.geonames.org/RO/largest-cities-in-romania.html,Romania,RO,EU,yes,Bucharest,44.432,26.106,1,http://www.geonames.org/683506/bucharest.html,1877155
http://www.geonames.org/BY/largest-cities-in-belarus.html,Belarus,BO,EU,yes,Minsk,53.9,27.567,1,http://www.geonames.org/625144/minsk.html,1742124
http://www.geonames.org/ZA/largest-cities-in-south-africa.html,South Africa,SF,AF,yes,Johannesburg,-26.202,28.044,3,http://www.geonames.org/993800/johannesburg.html,2026469
http://www.geonames.org/TR/largest-cities-in-turkey.html,Turkey,TU,AS,yes,Istanbul,41.014,28.95,1,http://www.geonames.org/745044/istanbul.html,11174257
http://www.geonames.org/EG/largest-cities-in-egypt.html,Egypt,EG,AF,yes,Alexandria,31.216,29.955,2,http://www.geonames.org/361058/alexandria.html,3811516
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,yes,Algiers,36.753,3.042,1,http://www.geonames.org/2507480/algiers.html,1977663
http://www.geonames.org/NG/largest-cities-in-nigeria.html,Nigeria,NI,AF,yes,Lagos,6.454,3.395,1,http://www.geonames.org/2332459/lagos.html,9000000
http://www.geonames.org/RU/largest-cities-in-russia.html,Russia,RS,EU,yes,Saint Petersburg,59.939,30.314,2,http://www.geonames.org/498817/saint-petersburg.html,5028000
http://www.geonames.org/UA/largest-cities-in-ukraine.html,Ukraine,UP,EU,yes,Kiev,50.455,30.524,1,http://www.geonames.org/703448/kiev.html,2797553
http://www.geonames.org/EG/largest-cities-in-egypt.html,Egypt,EG,AF,def,Cairo,30.063,31.25,1,http://www.geonames.org/360630/cairo.html,7734614
http://www.geonames.org/IL/largest-cities-in-israel.html,Israel,IS,AS,def,Jerusalem,31.769,35.216,1,http://www.geonames.org/281184/jerusalem.html,801000
http://www.geonames.org/PS/largest-cities-in-palestine.html,Palestine,WE,AS,,East Jerusalem,31.783,35.234,1,http://www.geonames.org/7303419/east-jerusalem.html,428304
http://www.geonames.org/LB/largest-cities-in-lebanon.html,Lebanon,LE,AS,yes,Beirut,33.889,35.494,1,http://www.geonames.org/276781/beirut.html,1916100
http://www.geonames.org/SY/largest-cities-in-syria.html,Syria,SY,AS,def,Damascus,33.51,36.291,2,http://www.geonames.org/170654/damascus.html,1569394
http://www.geonames.org/KE/largest-cities-in-kenya.html,Kenya,KE,AF,yes,Nairobi,-1.283,36.817,1,http://www.geonames.org/184745/nairobi.html,2750547
http://www.geonames.org/RU/largest-cities-in-russia.html,Russia,RS,EU,def,Moscow,55.752,37.616,1,http://www.geonames.org/524901/moscow.html,10381222
http://www.geonames.org/ET/largest-cities-in-ethiopia.html,Ethiopia,ET,AF,yes,Addis Ababa,9.025,38.747,1,http://www.geonames.org/344979/addis-ababa.html,2757729
http://www.geonames.org/TZ/largest-cities-in-tanzania.html,Tanzania,TZ,AF,ma,Zanzibar,-6.164,39.198,3,http://www.geonames.org/148730/zanzibar.html,403658
http://www.geonames.org/KE/largest-cities-in-kenya.html,Kenya,KE,AF,yes,Mombasa,-4.055,39.664,2,http://www.geonames.org/186301/mombasa.html,799668
http://www.geonames.org/SA/largest-cities-in-saudi-arabia.html,Saudi Arabia,SA,AS,def,Mecca,21.427,39.826,3,http://www.geonames.org/104515/mecca.html,1323624
http://www.geonames.org/BE/largest-cities-in-belgium.html,Belgium,BE,EU,yes,Brussels,50.85,4.349,1,http://www.geonames.org/2800866/brussels.html,1019022
http://www.geonames.org/NL/largest-cities-in-netherlands.html,Netherlands,NL,EU,def,Amsterdam,52.374,4.89,1,http://www.geonames.org/2759794/amsterdam.html,741636
http://www.geonames.org/IQ/largest-cities-in-iraq.html,Iraq,IZ,AS,def,Baghdad,33.341,44.401,1,http://www.geonames.org/98182/baghdad.html,7216000
http://www.geonames.org/FR/largest-cities-in-france.html,France,FR,EU,yes,Marseille,43.297,5.381,2,http://www.geonames.org/2995469/marseille.html,794811
http://www.geonames.org/IR/largest-cities-in-iran.html,Iran,IR,AS,def,Tehran,35.694,51.422,1,http://www.geonames.org/112931/tehran.html,7153309
http://www.geonames.org/QA/largest-cities-in-qatar.html,Qatar,QA,AS,yes,Doha,25.279,51.522,1,http://www.geonames.org/290030/doha.html,344939
http://www.geonames.org/AE/largest-cities-in-united-arab-emirates.html,United Arab Emirates,AE,AS,yes,Abu Dhabi,24.467,54.367,2,http://www.geonames.org/292968/abu-dhabi.html,603492
http://www.geonames.org/AE/largest-cities-in-united-arab-emirates.html,United Arab Emirates,AE,AS,def,Dubai,25.066,55.171,1,http://www.geonames.org/292223/dubai.html,1137347
http://www.geonames.org/LU/largest-cities-in-luxembourg.html,Luxembourg,LU,EU,yes,Luxembourg,49.612,6.13,1,http://www.geonames.org/2960316/luxembourg.html,76684
http://www.geonames.org/PK/largest-cities-in-pakistan.html,Pakistan,PK,AS,yes,Karachi,24.906,67.082,1,http://www.geonames.org/1174872/karachi.html,11624219
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,def,Kabul,34.528,69.172,1,http://www.geonames.org/1138958/kabul.html,3043532
http://www.geonames.org/MC/largest-cities-in-monaco.html,Monaco,MN,EU,yes,Monaco,43.733,7.417,1,http://www.geonames.org/2993458/monaco.html,32965
http://www.geonames.org/IN/largest-cities-in-india.html,India,IN,AS,def,Mumbai,19.073,72.883,1,http://www.geonames.org/1275339/mumbai.html,12691836
http://www.geonames.org/IN/largest-cities-in-india.html,India,IN,AS,def,Delhi,28.652,77.231,2,http://www.geonames.org/1273294/delhi.html,10927986
http://www.geonames.org/CH/largest-cities-in-switzerland.html,Switzerland,SZ,EU,ma,Zurich; Zurich,47.367,8.55,1,http://www.geonames.org/2657896/zuerich.html; http://www.geonames.org/CH/ZH/largest-cities-in-zurich.html,341730
http://www.geonames.org/DE/largest-cities-in-germany.html,Germany,GM,EU,ma,Frankfurt am Main,50.116,8.684,5,http://www.geonames.org/2925533/frankfurt-am-main.html,650000
http://www.geonames.org/IN/largest-cities-in-india.html,India,IN,AS,yes,Kolkata,22.563,88.363,4,http://www.geonames.org/1275004/kolkata.html,4631392
http://www.geonames.org/IT/largest-cities-in-italy.html,Italy,IT,EU,def,Milan,45.464,9.19,2,http://www.geonames.org/3173435/milano.html,1236837
http://www.geonames.org/BD/largest-cities-in-bangladesh.html,Bangladesh,BG,AS,yes,Dhaka,23.71,90.407,1,http://www.geonames.org/1185241/dhaka.html,10356500
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Kandahar,31.613,65.71,2,http://www.geonames.org/1138336/kandahar.html,391190
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Mazari Sharif,36.709,67.111,3,http://www.geonames.org/1133616/mazar-e-sharif.html,303282
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Herat,34.348,62.2,4,http://www.geonames.org/1140026/herat.html,272806
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Jalalabad,34.426,70.452,5,http://www.geonames.org/1139715/jalalabad.html,200331
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Kunduz,36.729,68.857,6,http://www.geonames.org/1135689/kunduz.html,161902
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Ghazni,33.554,68.421,7,http://www.geonames.org/1141269/ghazni.html,141000
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Balkh,36.756,66.897,8,http://www.geonames.org/1147290/balkh.html,114883
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Baghlan,36.131,68.708,9,http://www.geonames.org/1147540/baghlan.html,108449
http://www.geonames.org/AF/largest-cities-in-afghanistan.html,Afghanistan,AF,AS,,Gardez,33.597,69.226,10,http://www.geonames.org/1141857/gardez.html,103601
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Mariehamn,60.097,19.935,1,http://www.geonames.org/3041732/mariehamn.html,10682
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Jomala,60.149,19.951,2,http://www.geonames.org/3041760/jomala.html,3662
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Finström,60.267,19.933,3,http://www.geonames.org/3041798/finstroem.html,2412
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Lemland,60.072,20.085,4,http://www.geonames.org/648382/lemland.html,1829
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Saltvik,60.283,20.05,5,http://www.geonames.org/637878/saltvik.html,1691
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Hammarland,60.217,19.75,6,http://www.geonames.org/3041776/hammarland.html,1395
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Sund,60.25,20.117,7,http://www.geonames.org/635815/sund.html,1080
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Eckerö,60.212,19.614,8,http://www.geonames.org/3041807/eckeroe.html,1028
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Föglö,60.017,20.417,9,http://www.geonames.org/659949/foegloe.html,632
http://www.geonames.org/AX/largest-cities-in-aland.html,Åland,,#N/A,,Brändö,60.412,21.045,10,http://www.geonames.org/660521/braendoe.html,515
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Tirana,41.328,19.819,1,http://www.geonames.org/3183875/tirana.html,374801
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Durrës,41.323,19.441,2,http://www.geonames.org/3185728/durres.html,122034
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Elbasan,41.112,20.082,3,http://www.geonames.org/783263/elbasan.html,100903
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Vlorë,40.467,19.49,4,http://www.geonames.org/3183719/vlore.html,89546
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Shkodër,42.068,19.513,5,http://www.geonames.org/3184081/shkoder.html,88245
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Fier-Çifçi,40.717,19.567,6,http://www.geonames.org/3185670/fier-cifci.html,60995
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Korçë,40.619,20.781,7,http://www.geonames.org/782756/korce.html,58259
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Fier,40.724,19.556,8,http://www.geonames.org/3185672/fier.html,56297
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Berat,40.706,19.952,9,http://www.geonames.org/3186084/berat.html,46866
http://www.geonames.org/AL/largest-cities-in-albania.html,Albania,AL,EU,,Lushnjë,40.942,19.705,10,http://www.geonames.org/3184862/lushnje.html,41469
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Boumerdas,36.766,3.477,2,http://www.geonames.org/2474141/boumerdas.html,786499
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Oran,35.691,-0.642,3,http://www.geonames.org/2485926/oran.html,645984
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Tébessa,35.404,8.124,4,http://www.geonames.org/2477461/tebessa.html,634332
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Constantine,36.365,6.615,5,http://www.geonames.org/2501152/constantine.html,450097
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Biskra,34.85,5.728,6,http://www.geonames.org/2503826/biskra.html,307987
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Sétif,36.191,5.414,7,http://www.geonames.org/2481700/setif.html,288461
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Batna City,35.556,6.174,8,http://www.geonames.org/2505572/batna.html,280798
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Bab Ezzouar,36.726,3.183,9,http://www.geonames.org/2505854/bab-ezzouar.html,275630
http://www.geonames.org/DZ/largest-cities-in-algeria.html,Algeria,AG,AF,,Annaba,36.9,7.767,10,http://www.geonames.org/2506999/annaba.html,206570
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Pago Pago,-14.278,-170.702,1,http://www.geonames.org/5881576/pago-pago.html,11500
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Tāfuna,-14.336,-170.72,2,http://www.geonames.org/5881192/tafuna.html,11017
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Leone,-14.344,-170.785,3,http://www.geonames.org/5881347/leone.html,4050
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Faleniu,-14.332,-170.744,4,http://www.geonames.org/5881224/faleniu.html,3200
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Aūa,-14.276,-170.664,5,http://www.geonames.org/5880828/aua.html,2124
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Mapusagafou,-14.331,-170.753,6,http://www.geonames.org/5881442/mapusagafou.html,2052
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Fagatogo,-14.283,-170.69,7,http://www.geonames.org/5881241/fagatogo.html,1868
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Vaitogi,-14.359,-170.735,8,http://www.geonames.org/5880891/vaitogi.html,1436
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Malaeimi,-14.323,-170.734,9,http://www.geonames.org/5881410/malaeimi.html,1261
http://www.geonames.org/AS/largest-cities-in-american-samoa.html,American Samoa,AQ,OC,,Vailoatai,-14.361,-170.782,10,http://www.geonames.org/5880944/vailoatai.html,1144
http://www.geonames.org/AO/largest-cities-in-angola.html,Angola,AO,AF,,Luanda,-8.837,13.234,1,http://www.geonames.org/2240449/luanda.html,2776168
http://www.geonames.org/AO/largest-cities-in-angola.html,Angola,AO,AF,,N'dalatando,-9.298,14.912,2,http://www.geonames.org/2239076/n-dalatando.html,383100
http://www.geonames.org/AO/largest-cities-in-angola.html,Angola,AO,AF,,Huambo,-12.776,15.739,3,http://www.geonames.org/3348313/huambo.html,226145
