"","month","AUS","AUT","BEL","BRA","CAN","CHE","CHL","CHN","CZE","DEU","DNK","EA19","ESP","EST","FIN","FRA","G-7","GBR","GRC","HUN","IDN","IND","IRL","ISR","ITA","JPN","KOR","MEX","NLD","NOR","NZL","OECD","OECDE","POL","PRT","RUS","SVK","SVN","SWE","TUR","USA","ZAF","id","year"
"261","1976-09",100.443,99.99945,100.1561,0,100.1382,101.4025,0,0,0,101.5247,100.7911,100.3073,99.0263,0,0,100.4983,100.7592,99.5405,100.1957,0,0,0,0,0,99.84677,101.3316,0,0,99.85287,100.7731,0,100.9493,100.7521,0,0,0,0,0,100.3149,0,100.9678,98.28398,261,"1976"
"262","1976-10",100.2924,99.88588,99.91946,0,100.0672,101.3852,0,0,0,101.2781,100.3986,100.1879,99.22402,0,0,100.3465,100.6974,99.35297,100.2212,0,0,0,0,0,99.76816,101.3389,0,0,99.79523,100.6926,0,100.8897,100.6192,0,0,0,0,0,100.1024,0,100.982,98.00117,262,"1976"
"263","1976-11",100.0835,99.78947,99.71952,0,100.0655,101.2765,0,0,0,101.0024,100.1449,100.0506,99.41508,0,0,100.201,100.6592,99.27052,100.2107,0,0,0,0,0,99.6319,101.3107,0,0,99.77088,100.5378,0,100.8496,100.4872,0,0,0,0,0,99.95016,0,101.0571,97.76055,263,"1976"
"264","1976-12",99.85399,99.71243,99.56558,0,100.13,101.122,0,0,0,100.7086,100.042,99.89745,99.5877,0,0,100.0647,100.638,99.27477,100.165,0,0,0,0,0,99.4286,101.2189,0,0,99.79372,100.3095,0,100.8248,100.3563,0,0,0,0,0,99.8432,0,101.1892,97.53477,264,"1976"
"265","1977-01",99.63474,99.65292,99.45599,0,100.2345,100.9219,0,0,0,100.4166,100.056,99.73694,99.72974,0,0,99.92901,100.6219,99.3737,100.1004,0,0,0,99.31644,0,99.18497,101.0363,0,0,99.85201,99.9869,0,100.8047,100.2329,0,99.63866,0,0,0,99.77311,0,101.3517,97.28027,265,"1977"
"266","1977-02",99.44136,99.63904,99.38174,0,100.3602,100.7219,0,0,0,100.1637,100.1404,99.58343,99.83773,0,0,99.77218,100.6023,99.58327,100.0322,0,0,0,99.09378,0,98.92167,100.7318,0,0,99.96031,99.59979,0,100.7822,100.13,0,99.57996,0,0,0,99.72036,0,101.5232,97.05055,266,"1977"
"267","1977-03",99.29415,99.61057,99.32916,0,100.4876,100.5713,0,0,0,99.94402,100.2529,99.44042,99.9089,0,0,99.5966,100.5714,99.86551,100.0167,0,0,0,98.82205,0,98.68098,100.3309,0,0,100.0873,99.1898,0,100.7515,100.0465,0,99.55851,0,0,0,99.65411,0,101.6779,96.89395,267,"1977"
"268","1977-04",99.20379,99.54606,99.29405,0,100.5934,100.4452,0,0,0,99.7649,100.3613,99.31732,99.94927,0,0,99.4273,100.5264,100.2129,100.0986,0,0,0,98.49007,0,98.48082,99.88776,0,0,100.1797,98.80599,0,100.7093,99.98791,0,99.59117,0,0,0,99.55441,0,101.7833,96.82452,268,"1977"
"269","1977-05",99.16231,99.44131,99.28835,0,100.6751,100.3889,0,0,0,99.63297,100.4607,99.22602,99.96265,0,0,99.30859,100.4788,100.5992,100.3215,0,0,0,98.1379,0,98.32184,99.48352,0,0,100.2039,98.51481,0,100.6668,99.96225,0,99.69519,0,0,0,99.42905,0,101.8322,96.82374,269,"1977"
"270","1977-06",99.16628,99.30436,99.28511,0,100.7271,100.3903,0,0,0,99.5442,100.5398,99.17455,99.94961,0,0,99.27423,100.437,100.9975,100.6783,0,0,0,97.93657,0,98.21665,99.1688,0,0,100.1554,98.35446,0,100.6311,99.97262,0,99.84946,0,0,0,99.29403,0,101.8239,96.90836,270,"1977"
"271","1977-07",99.2131,99.16132,99.29042,0,100.75,100.4253,0,0,0,99.50603,100.5617,99.16522,99.91237,0,0,99.30833,100.4141,101.4048,101.1225,0,0,0,98.02797,0,98.17501,98.99696,0,0,100.0535,98.29771,0,100.6132,100.0197,0,100.0096,0,0,0,99.19226,0,101.7693,97.05549,271,"1977"
"272","1977-08",99.29185,99.04174,99.33791,0,100.7537,100.4874,0,0,0,99.52051,100.5005,99.19681,99.85726,0,0,99.3896,100.4151,101.7659,101.6027,0,0,0,98.47169,0,98.19795,98.98452,0,0,99.92137,98.31181,0,100.6174,100.0935,0,100.1315,0,0,0,99.11731,0,101.6871,97.24857,272,"1977"
"273","1977-09",99.38663,98.96703,99.4448,0,100.7612,100.5665,0,0,0,99.56266,100.3419,99.25823,99.79748,0,0,99.49387,100.4374,102.0723,102.0673,0,0,0,99.25481,0,98.28172,99.07015,0,0,99.7887,98.35658,0,100.6413,100.183,0,100.1899,0,0,0,99.06541,0,101.6041,97.46668,273,"1977"
"274","1977-10",99.48806,98.94565,99.61177,0,100.7911,100.6241,0,0,0,99.60689,100.1552,99.33763,99.7401,0,0,99.60326,100.4732,102.2807,102.486,0,0,0,100.1979,0,98.42159,99.21268,0,0,99.69202,98.39992,0,100.6784,100.273,0,100.1806,0,0,0,99.0581,0,101.535,97.66307,274,"1977"
"275","1977-11",99.58866,98.96783,99.78523,0,100.8507,100.6888,0,0,0,99.62704,100.0226,99.41878,99.69022,0,0,99.70405,100.5108,102.3591,102.856,0,0,0,101.1905,0,98.59583,99.39224,0,0,99.65257,98.44296,0,100.7199,100.3495,0,100.1325,0,0,0,99.1358,0,101.4791,97.82433,275,"1977"
"276","1977-12",99.66811,99.00887,99.91175,0,100.935,100.7364,0,0,0,99.60771,99.98129,99.49711,99.64964,0,0,99.80228,100.5523,102.33,103.2026,0,0,0,102.1095,0,98.81242,99.59885,0,0,99.66892,98.47801,0,100.7658,100.4118,0,100.0572,0,0,0,99.30117,0,101.443,97.9452,276,"1977"
"277","1978-01",99.71446,99.06082,99.95511,0,101.0267,100.7227,0,0,0,99.55457,100.0319,99.56917,99.61407,0,0,99.92081,100.6036,102.2202,103.5027,0,0,0,102.8074,0,99.05031,99.82951,0,0,99.71552,98.47684,0,100.8182,100.4589,0,99.95868,0,0,0,99.53461,0,101.4367,98.03609,277,"1978"
"278","1978-02",99.75149,99.12324,99.91376,0,101.129,100.6441,0,0,0,99.51675,100.1701,99.64738,99.57684,0,0,100.0787,100.6736,102.0525,103.7752,0,0,0,103.2297,0,99.28558,100.0688,0,0,99.77667,98.45067,0,100.8839,100.5029,0,99.8444,0,0,0,99.80746,0,101.4679,98.03718,278,"1978"
"279","1978-03",99.78786,99.20065,99.85516,0,101.248,100.5231,0,0,0,99.54723,100.4174,99.75524,99.53389,0,0,100.2615,100.788,101.8701,104.0291,0,0,0,103.5114,0,99.54156,100.309,0,0,99.87602,98.4155,0,100.9871,100.5684,0,99.73235,0,0,0,100.0756,0,101.5733,98.04316,279,"1978"
"280","1978-04",99.83761,99.30295,99.84324,0,101.3775,100.4045,0,0,0,99.67284,100.7269,99.90043,99.4837,0,0,100.434,100.9381,101.7053,104.29,0,0,0,103.6583,0,99.82872,100.545,0,0,100.0259,98.37879,0,101.1223,100.666,0,99.64115,0,0,0,100.3217,0,101.7263,98.0861,280,"1978"
"281","1978-05",99.89213,99.43935,99.88139,0,101.5032,100.293,0,0,0,99.89398,101.0577,100.0767,99.43111,0,0,100.5676,101.104,101.6026,104.5968,0,0,0,103.6612,0,100.1359,100.778,0,0,100.2201,98.3534,0,101.273,100.7964,0,99.56911,0,0,0,100.5364,0,101.8813,98.16735,281,"1978"
"282","1978-06",99.95236,99.59735,99.9729,0,101.6121,100.1622,0,0,0,100.1946,101.3965,100.2816,99.39518,0,0,100.6541,101.2676,101.5827,105.0038,0,0,0,103.5736,0,100.4696,101.0095,0,0,100.4431,98.34785,0,101.4245,100.9598,0,99.50893,0,0,0,100.7203,0,101.9988,98.26496,282,"1978"
"283","1978-07",100.0184,99.76725,100.103,0,101.6991,99.99588,0,0,0,100.5311,101.7319,100.5052,99.38139,0,0,100.7164,101.411,101.606,105.499,0,0,0,103.4252,0,100.8311,101.2311,0,0,100.671,98.37782,0,101.5613,101.1431,0,99.46569,0,0,0,100.8936,0,102.0556,98.35391,283,"1978"
"284","1978-08",100.105,99.94078,100.2437,0,101.7663,99.80304,0,0,0,100.8682,102.0323,100.7278,99.39186,0,0,100.7624,101.5208,101.6265,106.0278,0,0,0,103.2845,0,101.182,101.4558,0,0,100.8898,98.45992,0,101.6716,101.3246,0,99.45526,0,0,0,101.0642,0,102.0412,98.41969,284,"1978"
"285","1978-09",100.2145,100.1121,100.3631,0,101.8113,99.61525,0,0,0,101.1619,102.2683,100.9273,99.41896,0,0,100.7943,101.5912,101.5992,106.5161,0,0,0,103.0586,0,101.5081,101.7029,0,0,101.074,98.58369,0,101.748,101.4807,0,99.5054,0,0,0,101.2087,0,101.9586,98.47486,285,"1978"
"286","1978-10",100.3427,100.2795,100.4497,0,101.816,99.45111,0,0,0,101.3942,102.4194,101.0814,99.45462,0,0,100.8026,101.6122,101.4985,106.8708,0,0,0,102.701,0,101.7598,101.9573,0,0,101.2147,98.75458,0,101.7806,101.5905,0,99.62888,0,0,0,101.3247,0,101.8141,98.54912,286,"1978"
"287","1978-11",100.4751,100.447,100.5172,0,101.7781,99.37906,0,0,0,101.5814,102.5265,101.1974,99.49326,0,0,100.7929,101.5953,101.3797,107.0457,0,0,0,102.3459,0,101.9437,102.1872,0,0,101.3099,98.98341,0,101.78,101.6705,0,99.83361,0,0,0,101.4264,0,101.6281,98.65012,287,"1978"
"288","1978-12",100.6003,100.6279,100.5848,0,101.7005,99.46552,0,0,0,101.7361,102.5811,101.2804,99.52807,0,0,100.7611,101.5612,101.3089,107.0162,0,0,0,101.9205,0,102.0742,102.378,0,0,101.3693,99.2756,0,101.7641,101.736,0,100.1023,0,0,0,101.5231,0,101.4363,98.76831,288,"1978"
"289","1979-01",100.7077,100.8266,100.6832,0,101.5892,99.68867,0,0,0,101.8825,102.5875,101.3447,99.55426,0,0,100.7117,101.5339,101.3068,106.762,0,0,0,101.4965,0,102.1755,102.56,0,0,101.4124,99.63222,0,101.7532,101.8006,0,100.3893,0,0,0,101.616,0,101.2666,98.88878,289,"1979"
"290","1979-02",100.7889,101.0403,100.8484,0,101.4576,99.99907,0,0,0,102.0396,102.5633,101.4123,99.56654,0,0,100.6702,101.5185,101.387,106.382,0,0,0,101.2345,0,102.2705,102.7562,0,0,101.4667,100.0354,0,101.7527,101.8814,0,100.6722,0,0,0,101.6906,0,101.1036,98.98908,290,"1979"
"291","1979-03",100.8449,101.2539,101.0667,0,101.3293,100.3575,0,0,0,102.1852,102.5215,101.4818,99.57693,0,0,100.6489,101.4959,101.5076,105.9276,0,0,0,101.1821,0,102.357,102.948,0,0,101.5566,100.4691,0,101.7476,101.971,0,100.9455,0,0,0,101.7683,0,100.9191,99.06477,291,"1979"
"292","1979-04",100.89,101.4421,101.2872,0,101.2167,100.7153,0,0,0,102.2787,102.4554,101.5458,99.59018,0,0,100.6525,101.4437,101.5555,105.461,0,0,0,101.3551,0,102.4592,103.095,0,0,101.6711,100.9156,0,101.718,102.0459,0,101.1829,0,0,0,101.8424,0,100.7,99.13744,292,"1979"
"293","1979-05",100.9431,101.5963,101.4746,0,101.1221,101.0315,0,0,0,102.2998,102.3447,101.5956,99.60528,0,0,100.6778,101.3556,101.4313,104.9575,0,0,0,101.6519,0,102.5866,103.1708,0,0,101.803,101.3633,0,101.6566,102.0838,0,101.3924,0,0,0,101.9077,0,100.4627,99.23618,293,"1979"
"294","1979-06",101.0059,101.7228,101.6048,0,101.0376,101.3038,0,0,0,102.2327,102.1512,101.6159,99.61393,0,0,100.7192,101.2286,101.1132,104.4387,0,0,0,101.8295,0,102.708,103.1755,0,0,101.9497,101.7899,0,101.5596,102.0686,0,101.5785,0,0,0,101.9615,0,100.2172,99.39146,294,"1979"
"295","1979-07",101.0964,101.8359,101.6945,0,100.949,101.5448,0,0,0,102.0817,101.8745,101.5942,99.60818,0,0,100.764,101.068,100.706,103.9104,0,0,0,101.7682,0,102.7815,103.0928,0,0,102.0749,102.21,0,101.4306,102.0048,0,101.7576,0,0,0,101.9735,0,99.97415,99.6368,295,"1979"
"296","1979-08",101.2023,101.9291,101.7477,0,100.8423,101.8114,0,0,0,101.8683,101.5083,101.5266,99.5817,0,0,100.7966,100.8862,100.3381,103.3466,0,0,0,101.4322,0,102.7825,102.9186,0,0,102.1597,102.6195,0,101.2797,101.9087,0,101.9501,0,0,0,101.9419,0,99.74413,99.97082,296,"1979"
"297","1979-09",101.3173,101.9877,101.7334,0,100.7066,102.0654,0,0,0,101.6306,101.0727,101.4198,99.52641,0,0,100.8044,100.6902,100.0656,102.7248,0,0,0,101.0148,0,102.7121,102.6748,0,0,102.1916,102.9961,0,101.1112,101.7921,0,102.1421,0,0,0,101.864,0,99.51816,100.388,297,"1979"
"298","1979-10",101.4111,101.9958,101.6335,0,100.5476,102.2806,0,0,0,101.3983,100.6035,101.2891,99.44749,0,0,100.7842,100.4769,99.85927,102.1041,0,0,0,100.6956,0,102.5952,102.3712,0,0,102.1646,103.3134,0,100.9227,101.6628,0,102.3043,0,0,0,101.7652,0,99.27686,100.8672,298,"1979"
"299","1979-11",101.4701,101.9478,101.4685,0,100.3842,102.4193,0,0,0,101.1801,100.0954,101.1438,99.35999,0,0,100.7351,100.2448,99.65296,101.5511,0,0,0,100.5575,0,102.4444,102.0079,0,0,102.0772,103.5396,0,100.7131,101.517,0,102.3951,0,0,0,101.6397,0,99.02122,101.3554,299,"1979"
"300","1979-12",101.4885,101.8637,101.2793,0,100.236,102.4402,0,0,0,100.9888,99.53999,100.9871,99.26713,0,0,100.6597,99.99639,99.42671,101.0599,0,0,0,100.5762,0,102.245,101.5922,0,0,101.9334,103.6249,0,100.4845,101.3528,0,102.4005,0,0,0,101.4977,0,98.75487,101.8229,300,"1979"
"301","1980-01",101.4675,101.7662,101.099,0,100.1026,102.3592,0,0,0,100.8078,98.93641,100.8134,99.1901,0,0,100.5626,99.73179,99.18048,100.4948,0,0,0,100.6657,0,101.9834,101.1484,0,0,101.754,103.5465,0,100.2373,101.1659,0,102.3544,0,0,0,101.3469,0,98.47655,102.243,301,"1980"
"302","1980-02",101.4131,101.6665,100.8978,0,99.94774,102.1995,0,0,0,100.5949,98.31232,100.6148,99.14016,0,0,100.4445,99.43958,98.91205,99.92712,0,0,0,100.6461,0,101.6798,100.6833,0,102.9053,101.5304,103.31,0,99.96219,100.9495,0,102.2751,0,0,0,101.1231,0,98.16979,102.5996,302,"1980"
"303","1980-03",101.3333,101.5592,100.6135,0,99.77878,101.9272,0,0,0,100.3223,97.72141,100.3881,99.11498,0,0,100.3096,99.13586,98.60791,99.41468,0,0,0,100.3757,0,101.3621,100.2108,0,103.3474,101.2677,102.9553,0,99.7057,100.6999,0,102.1889,0,0,0,100.8288,0,97.87064,102.9015,303,"1980"
"304","1980-04",101.2548,101.4338,100.2503,0,99.64825,101.595,0,0,0,99.98936,97.19788,100.1415,99.11268,0,0,100.167,98.88247,98.27084,98.97018,0,0,0,99.86241,0,101.0566,99.76692,0,103.7906,100.9781,102.5426,0,99.48771,100.4277,0,102.1175,0,0,0,100.4934,0,97.69773,103.1703,304,"1980"
"305","1980-05",101.2036,101.2829,99.85838,0,99.62872,101.2674,0,0,0,99.63197,96.80163,99.9002,99.13081,0,0,100.0184,98.73918,97.9632,98.6091,0,0,0,99.36868,0,100.8082,99.37384,0,104.166,100.668,102.1215,0,99.3571,100.1656,0,102.0626,0,0,0,100.1505,0,97.74404,103.4209,305,"1980"
"306","1980-06",101.2023,101.1054,99.47913,0,99.76966,100.9874,0,0,0,99.3051,96.57168,99.69306,99.16389,0,0,99.89387,98.74,97.70011,98.35696,0,0,0,99.14285,0,100.6253,99.06567,0,104.4654,100.3437,101.7255,0,99.34412,99.94143,0,102.0294,0,0,0,99.82925,0,98.04505,103.6757,306,"1980"
"307","1980-07",101.2403,100.9041,99.12423,0,100.0564,100.802,0,0,0,99.0552,96.5071,99.53404,99.20946,0,0,99.80327,98.86043,97.48903,98.21996,0,0,0,99.35478,0,100.4852,98.84573,0,104.692,100.0193,101.4031,0,99.43075,99.76888,0,102.0069,0,0,0,99.51662,0,98.53152,103.9306,307,"1980"
"308","1980-08",101.3109,100.6762,98.81298,0,100.4196,100.6817,0,0,0,98.88555,96.62402,99.41302,99.25853,0,0,99.74411,99.04374,97.35497,98.12951,0,0,0,99.91214,0,100.3479,98.71925,0,104.8195,99.71488,101.2002,0,99.56936,99.64361,0,101.9753,0,0,0,99.20901,0,99.0798,104.1641,308,"1980"
"309","1980-09",101.4037,100.4309,98.56572,0,100.7762,100.5928,0,0,0,98.78372,96.88067,99.3222,99.29653,0,0,99.71027,99.23277,97.34289,98.09051,0,0,0,100.5939,0,100.2081,98.70638,0,104.802,99.44083,101.0793,0,99.71052,99.564,0,101.934,0,0,0,98.92912,0,99.55646,104.3378,309,"1980"
"310","1980-10",101.5059,100.1803,98.39879,0,101.0445,100.5443,0,0,0,98.72218,97.21023,99.25766,99.30959,0,0,99.69839,99.37901,97.43667,98.11716,0,0,0,101.2459,0,100.0943,98.79248,0,104.676,99.20644,100.9957,0,99.81624,99.52434,0,101.8895,0,0,0,98.72431,0,99.86777,104.4171,310,"1980"
"311","1980-11",101.5835,99.94205,98.30537,0,101.169,100.495,0,0,0,98.68895,97.52954,99.21545,99.28822,0,0,99.70187,99.465,97.63435,98.17753,0,0,0,101.7837,0,100.0225,98.94818,0,104.4992,99.01556,100.8961,0,99.87242,99.51836,0,101.8397,0,0,0,98.61735,0,99.99076,104.3735,311,"1980"
"312","1980-12",101.6184,99.72009,98.26597,0,101.1394,100.4427,0,0,0,98.68491,97.77853,99.19435,99.23493,0,0,99.72365,99.50651,97.92948,98.24834,0,0,0,102.1013,0,99.99596,99.15594,0,104.3556,98.85965,100.7493,0,99.8932,99.54195,0,101.7732,0,0,0,98.57834,0,99.96882,104.2087,312,"1980"
"313","1981-01",101.6183,99.51751,98.28927,0,100.9928,100.3943,0,0,0,98.69842,97.94065,99.19112,99.16078,0,0,99.77087,99.53101,98.29312,98.24982,0,0,0,102.1972,0,100.0129,99.39206,0,104.2504,98.74852,100.5595,0,99.90027,99.58754,0,101.6664,0,0,0,98.56411,0,99.87789,103.9641,313,"1981"
"314","1981-02",101.5871,99.34329,98.37789,0,100.7951,100.3123,0,0,0,98.71645,98.02549,99.19749,99.08164,0,0,99.84258,99.54898,98.65628,98.2206,0,0,0,102.0792,0,100.0375,99.6356,0,104.2152,98.68323,100.3607,0,99.90441,99.63866,0,101.5164,0,0,0,98.57008,0,99.76651,103.6774,314,"1981"
"315","1981-03",101.5383,99.21129,98.54292,0,100.573,100.179,0,0,0,98.72648,98.05766,99.20857,99.00919,0,0,99.93542,99.56033,98.98867,98.21627,0,0,0,101.7465,0,100.0462,99.85775,0,104.271,98.66599,100.1836,0,99.90839,99.68764,0,101.3503,0,0,0,98.59373,0,99.65636,103.3957,315,"1981"
"316","1981-04",101.4587,99.13388,98.75986,0,100.3126,99.99216,0,0,0,98.74277,98.06708,99.22271,98.95664,0,0,100.028,99.54413,99.23517,98.21075,0,0,0,101.2726,0,100.0272,100.0474,0,104.3689,98.68383,100.0376,0,99.89334,99.72572,0,101.2106,0,0,0,98.61794,0,99.51611,103.1199,316,"1981"
"317","1981-05",101.3292,99.09446,98.98692,0,99.9836,99.7672,0,0,0,98.7693,98.03097,99.24034,98.92349,0,0,100.1028,99.48061,99.3474,98.19759,0,0,0,100.6791,0,100.0029,100.1852,0,104.399,98.73284,99.92225,0,99.83761,99.74683,0,101.1212,0,0,0,98.65072,0,99.31563,102.8354,317,"1981"
"318","1981-06",101.1332,99.07109,99.21696,0,99.57278,99.53389,0,0,0,98.82274,97.97947,99.27036,98.9101,0,0,100.1585,99.37937,99.32823,98.15682,0,0,0,99.91187,0,100.0093,100.2707,0,104.3477,98.78706,99.82796,0,99.74771,99.76015,0,101.0928,0,0,0,98.71963,0,99.06618,102.5452,318,"1981"
"319","1981-07",100.8748,99.04988,99.42698,0,99.09206,99.30622,0,0,0,98.90578,97.94928,99.31634,98.91722,0,0,100.2053,99.26227,99.22688,98.10992,0,0,0,99.10963,0,100.0509,100.3182,0,104.1647,98.83151,99.76337,0,99.63928,99.77616,0,101.1197,0,0,0,98.81311,0,98.79999,102.2775,319,"1981"
"320","1981-08",100.5797,99.02467,99.59682,0,98.56869,99.07472,0,0,0,98.99987,97.92159,99.37081,98.94594,0,0,100.2615,99.13653,99.07482,98.09834,0,0,0,98.41479,0,100.1008,100.3627,0,103.886,98.84337,99.7388,0,99.51985,99.79252,0,101.188,0,0,0,98.91235,0,98.52104,102.0432,320,"1981"
"321","1981-09",100.2511,98.99623,99.7157,0,98.03558,98.85484,0,0,0,99.09398,97.92538,99.42989,98.99476,0,0,100.327,98.99979,98.93141,98.16638,0,0,0,97.81423,0,100.1609,100.418,0,103.5829,98.80331,99.73974,0,99.39072,99.81507,0,101.2698,0,0,0,99.01684,0,98.20829,101.8172,321,"1981"
"322","1981-10",99.90614,98.96573,99.77927,0,97.52379,98.66267,0,0,0,99.1686,97.98293,99.48543,99.05869,0,0,100.4071,98.85756,98.80476,98.33564,0,0,0,97.42083,0,100.2154,100.4858,0,103.3301,98.7035,99.71413,0,99.2598,99.83827,0,101.335,0,0,0,99.11503,0,97.87743,101.5605,322,"1981"
"323","1981-11",99.55304,98.93434,99.81503,0,97.05355,98.49775,0,0,0,99.20234,98.097,99.53046,99.12898,0,0,100.5059,98.71661,98.70343,98.54171,0,0,0,97.34347,0,100.2606,100.5515,0,103.0847,98.55907,99.63229,0,99.13029,99.85719,0,101.3593,0,0,0,99.19698,0,97.55222,101.2523,323,"1981"
"324","1981-12",99.18615,98.90947,99.83768,0,96.63461,98.32324,0,0,0,99.18861,98.25344,99.5608,99.19514,0,0,100.6218,98.58338,98.62477,98.6964,0,0,0,97.5463,0,100.294,100.5874,0,102.7022,98.4108,99.46078,0,98.99946,99.86615,0,101.321,0,0,0,99.25561,0,97.25945,100.8865,324,"1981"
"325","1982-01",98.79697,98.8858,99.87638,0,96.25198,98.11311,0,0,0,99.12188,98.41748,99.56902,99.24598,0,0,100.7374,98.45012,98.60017,98.74551,0,0,0,97.92901,0,100.3138,100.5736,0,102.0862,98.28257,99.1916,0,98.85504,99.86155,0,101.1991,0,0,0,99.2616,0,96.98947,100.4556,325,"1982"
"326","1982-02",98.39439,98.85069,99.92297,0,95.90206,97.85612,0,0,0,99.00816,98.55365,99.54582,99.28201,0,0,100.8137,98.3065,98.65117,98.70898,0,0,0,98.31034,0,100.3111,100.5139,0,101.0521,98.18478,98.86005,0,98.67699,99.83803,0,100.9726,0,0,0,99.21056,0,96.72414,99.97136,326,"1982"
"327","1982-03",97.99986,98.79015,99.95868,0,95.5863,97.60522,0,0,0,98.81898,98.62329,99.47351,99.30759,0,0,100.8251,98.1564,98.73438,98.63028,0,0,0,98.54941,0,100.2695,100.4162,0,99.8209,98.10923,98.50704,0,98.4819,99.77834,0,100.6681,0,0,0,99.12704,0,96.49107,99.45995,327,"1982"
"328","1982-04",97.62939,98.68668,99.96067,0,95.32407,97.39478,0,0,0,98.55206,98.631,99.34718,99.33309,0,0,100.7705,98.01765,98.8075,98.50544,0,0,0,98.47633,0,100.1757,100.2998,0,98.49891,98.04705,98.1689,0,98.29005,99.6755,0,100.345,0,0,0,99.0443,0,96.3334,98.97182,328,"1982"
"329","1982-05",97.29457,98.53857,99.89146,0,95.14545,97.20609,0,0,0,98.24539,98.582,99.177,99.36848,0,0,100.676,97.90649,98.88569,98.39022,0,0,0,98.12151,0,99.9879,100.1965,0,97.18315,97.97807,97.85132,0,98.12007,99.53973,0,100.0854,0,0,0,98.98669,0,96.26416,98.54301,329,"1982"
"330","1982-06",97.02548,98.35859,99.76302,0,95.07953,97.03645,0,0,0,97.94975,98.48814,98.98189,99.41624,0,0,100.5606,97.83566,99.00423,98.31095,0,0,0,97.65015,0,99.68275,100.111,0,95.86201,97.90736,97.5845,0,97.98389,99.39107,0,99.92936,0,0,0,98.9486,0,96.28826,98.19821,330,"1982"
"331","1982-07",96.82666,98.17506,99.6187,0,95.15119,96.90881,0,0,0,97.71518,98.3444,98.79508,99.46608,0,0,100.4426,97.81424,99.17177,98.35599,0,0,0,97.17762,0,99.30109,100.0393,0,94.79435,97.84515,97.38396,0,97.90308,99.2564,0,99.88908,0,0,0,98.88359,0,96.39759,97.95065,331,"1982"
"332","1982-08",96.68837,98.02185,99.46474,0,95.38361,96.83143,0,0,0,97.60498,98.17065,98.65385,99.50858,0,0,100.3415,97.85062,99.36298,98.53404,0,0,0,96.8606,0,98.8976,99.98161,0,94.21912,97.81515,97.28405,0,97.89722,99.16321,0,99.94234,0,0,0,98.81538,0,96.5798,97.82444,332,"1982"
"333","1982-09",96.61115,97.93211,99.31882,0,95.77966,96.82041,0,0,0,97.66434,98.02477,98.58697,99.53996,0,0,100.2637,97.95444,99.56244,98.80135,0,0,0,96.73772,0,98.53306,99.92228,0,94.1854,97.8444,97.27975,0,97.97802,99.13473,0,100.06,0,0,0,98.80298,0,96.83819,97.82882,333,"1982"
"334","1982-10",96.58231,97.93126,99.219,0,96.32383,96.89359,0,0,0,97.90771,97.95238,98.60299,99.55705,0,0,100.215,98.12188,99.75842,99.07759,0,0,0,96.69285,0,98.22974,99.85078,0,94.62148,97.94531,97.35371,0,98.13927,99.17848,0,100.2061,0,0,0,98.90399,0,97.16116,97.96257,334,"1982"
"335","1982-11",96.60596,98.0316,99.17888,0,96.98971,97.06447,0,0,0,98.30676,97.99248,98.69193,99.55574,0,0,100.1925,98.34805,99.90561,99.28664,0,0,0,96.5947,0,98.00571,99.7617,0,95.23625,98.10708,97.4844,0,98.36237,99.2819,0,100.3383,0,0,0,99.1467,0,97.55492,98.23566,335,"1982"
"336","1982-12",96.68571,98.23046,99.19508,0,97.73866,97.33462,0,0,0,98.78391,98.14285,98.82629,99.53314,0,0,100.1741,98.62582,100.0265,99.34788,0,0,0,96.52777,0,97.87306,99.65269,0,95.89342,98.33995,97.66624,0,98.63409,99.42554,0,100.4359,0,0,0,99.49515,0,98.02872,98.64011,336,"1982"
"337","1983-01",96.83548,98.51052,99.22707,0,98.50977,97.63451,0,0,0,99.24993,98.41185,98.96976,99.49088,0,0,100.1378,98.93836,100.1622,99.25963,0,0,0,96.55262,0,97.82053,99.53929,0,96.48627,98.61921,97.90023,0,98.93396,99.5835,0,100.5145,0,0,0,99.90386,0,98.57037,99.11687,337,"1983"
"338","1983-02",97.05889,98.83356,99.28713,0,99.2351,97.93194,0,0,0,99.6412,98.79556,99.0953,99.43105,0,0,100.0753,99.25653,100.3148,99.04618,0,0,0,96.65137,0,97.82853,99.41248,0,96.87558,98.91448,98.18227,0,99.23147,99.7334,0,100.6089,0,0,0,100.3517,0,99.15446,99.59061,338,"1983"
"339","1983-03",97.37418,99.13528,99.39296,0,99.87868,98.28004,0,0,0,99.95259,99.27917,99.20776,99.35864,0,0,99.98431,99.58021,100.4931,98.89493,0,0,0,96.77442,0,97.91145,99.32291,0,97.06088,99.19885,98.48898,0,99.5266,99.8796,0,100.7025,0,0,0,100.777,0,99.75576,100.012,339,"1983"
"340","1983-04",97.78449,99.34502,99.50146,0,100.4285,98.68081,0,0,0,100.1861,99.80317,99.30306,99.27582,0,0,99.87034,99.89613,100.6773,98.90373,0,0,0,97.02769,0,98.04874,99.29159,0,97.01388,99.45284,98.78776,0,99.80552,100.013,0,100.7562,0,0,0,101.1133,0,100.3429,100.353,340,"1983"
